,Player,Sh,SoT,G/Sh,G/SoT,Cmp,Att_x,Cmp%,Tkl,Tkl,TklW_x,Blocks,Int_x,Tkl+Int,Clr,Err,Touches,Succ,Att_y,Succ%,Fls,Fld,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Won,Lost,Pos,Age,Club,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G-PK,G-PK,PK,CrdY,CrdR,Team
17,Jason Cummings,0,0,,,4.0,6.0,66.7,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,FW,26.0,1.au Central Coast,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
18,Awer Mabil,0,0,,,10.0,14.0,71.4,0.0,0.0,0,1.0,1,1.0,0.0,0.0,18.0,0.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0,0.0,2.0,MF,26.0,1.es Cádiz,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
19,Bailey Wright,0,0,,,1.0,3.0,33.3,0.0,0.0,0,0.0,0,0.0,2.0,0.0,5.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,1.0,3.0,DF,29.0,2.eng Sunderland,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
0,Kalidou Koulibaly,2,1,0.5,1.0,156.0,205.0,76.1,12.0,7.0,9,4.0,2,14.0,30.0,0.0,260.0,0.0,0.0,,3,3,0,0,2,9,0.0,0.0,0,11.0,5.0,DF,30.0,1.eng Chelsea,4,4,360.0,4.0,1.0,0.25,0.0,0.0,1.0,0.25,0.0,1.0,0.0,Senegal
1,Edouard Mendy,0,0,,,88.0,120.0,73.3,0.0,0.0,0,1.0,0,0.0,3.0,1.0,128.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,3.0,1.0,GK,30.0,1.eng Chelsea,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
2,Youssouf Sabaly,2,1,0.0,0.0,189.0,219.0,86.3,6.0,3.0,6,1.0,4,10.0,9.0,0.0,253.0,4.0,9.0,44.4,3,12,0,7,4,6,0.0,0.0,0,4.0,3.0,DF,29.0,1.es Betis,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
3,Ismaila Sarr,10,1,0.0,0.0,52.0,81.0,64.2,4.0,2.0,2,2.0,2,6.0,1.0,0.0,133.0,9.0,19.0,47.4,3,17,3,8,2,2,1.0,0.0,0,8.0,8.0,"FW,MF",24.0,2.eng Watford,4,4,344.0,3.8,1.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Senegal
4,Abdou Diallo,1,0,0.0,,139.0,186.0,74.7,2.0,2.0,2,1.0,1,3.0,10.0,0.0,210.0,0.0,0.0,,3,0,0,3,1,2,0.0,0.0,0,7.0,6.0,DF,26.0,1.de RB Leipzig,4,4,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
5,Boulaye Dia,8,3,0.13,0.33,39.0,53.0,73.6,1.0,0.0,0,1.0,1,2.0,3.0,0.0,81.0,1.0,4.0,25.0,3,3,2,1,1,0,0.0,0.0,0,5.0,7.0,FW,25.0,1.it Salernitana,4,4,318.0,3.5,1.0,0.28,0.0,0.0,1.0,0.28,0.0,1.0,0.0,Senegal
6,Ismail Jakobs,1,0,0.0,,107.0,156.0,68.6,0.0,0.0,0,3.0,4,4.0,14.0,0.0,184.0,0.0,1.0,0.0,3,6,0,18,4,0,0.0,0.0,0,8.0,3.0,DF,22.0,1.fr Monaco,4,3,278.0,3.1,0.0,0.0,1.0,0.32,0.0,0.0,0.0,1.0,0.0,Senegal
7,Nampalys Mendy,2,0,0.0,,141.0,159.0,88.7,4.0,2.0,4,4.0,3,7.0,3.0,0.0,182.0,1.0,1.0,100.0,5,2,0,2,3,4,0.0,0.0,0,0.0,1.0,MF,29.0,1.eng Leicester City,4,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Senegal
8,Idrissa Gana Gueye,4,1,0.0,0.0,107.0,133.0,80.5,2.0,0.0,1,3.0,5,7.0,3.0,0.0,155.0,1.0,2.0,50.0,4,1,0,15,5,1,0.0,0.0,0,2.0,3.0,MF,32.0,1.eng Everton,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Senegal
9,Krépin Diatta,3,1,0.0,0.0,60.0,73.0,82.2,0.0,0.0,0,1.0,0,0.0,0.0,0.0,88.0,1.0,3.0,33.3,4,2,2,4,0,0,0.0,0.0,0,2.0,1.0,"FW,MF",23.0,1.fr Monaco,3,3,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
10,Pathé Ciss,1,0,0.0,,46.0,57.0,80.7,3.0,0.0,3,1.0,2,5.0,4.0,0.0,74.0,1.0,3.0,33.3,4,0,0,0,2,3,0.0,0.0,0,5.0,0.0,MF,28.0,1.es Rayo Vallecano,3,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Senegal
11,Iliman Ndiaye,2,0,0.0,,25.0,32.0,78.1,0.0,0.0,0,2.0,1,1.0,0.0,0.0,44.0,6.0,8.0,75.0,0,1,0,2,1,0,0.0,0.0,0,0.0,3.0,"FW,MF",22.0,2.eng Sheffield Utd,3,2,135.0,1.5,0.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,Senegal
12,Pape Gueye,4,2,0.0,0.0,45.0,62.0,72.6,4.0,2.0,2,2.0,2,6.0,2.0,0.0,81.0,0.0,1.0,0.0,3,3,0,1,2,2,0.0,0.0,0,5.0,3.0,MF,23.0,1.fr Marseille,3,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
13,Pape Abou Cissé,0,0,,,28.0,37.0,75.7,0.0,0.0,0,2.0,2,2.0,6.0,0.0,49.0,1.0,1.0,100.0,1,0,0,0,2,0,0.0,0.0,0,2.0,3.0,DF,26.0,1.gr Olympiacos,3,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
14,Famara Diedhiou,3,1,0.33,1.0,10.0,14.0,71.4,0.0,0.0,0,0.0,0,0.0,2.0,0.0,24.0,0.0,1.0,0.0,2,2,1,0,0,0,0.0,0.0,0,5.0,4.0,FW,29.0,1.tr Alanyaspor,2,1,92.0,1.0,1.0,0.98,0.0,0.0,1.0,0.98,0.0,0.0,0.0,Senegal
15,Cheikhou Kouyaté,0,0,,,19.0,23.0,82.6,0.0,0.0,0,2.0,2,2.0,4.0,0.0,34.0,1.0,1.0,100.0,1,1,0,2,2,0,0.0,0.0,0,1.0,2.0,MF,32.0,1.eng Nott'ham Forest,1,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
16,Bamba Dieng,4,1,0.25,1.0,9.0,16.0,56.3,2.0,1.0,1,2.0,0,2.0,0.0,0.0,32.0,0.0,2.0,0.0,5,3,0,1,0,1,0.0,0.0,0,2.0,8.0,FW,22.0,1.fr Marseille,4,0,100.0,1.1,1.0,0.9,0.0,0.0,1.0,0.9,0.0,0.0,0.0,Senegal
17,Pape Matar Sarr,4,0,0.0,,36.0,43.0,83.7,3.0,1.0,2,1.0,0,3.0,2.0,0.0,54.0,0.0,2.0,0.0,0,1,0,5,0,2,0.0,0.0,0,1.0,0.0,MF,19.0,1.eng Tottenham,2,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
18,Nicolas Jackson,0,0,,,9.0,10.0,90.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,11.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,0.0,2.0,FW,20.0,1.es Villarreal,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
19,Fodé Ballo-Touré,0,0,,,5.0,8.0,62.5,0.0,0.0,0,1.0,0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0,0,0,2,0,0,0.0,0.0,0,1.0,0.0,DF,25.0,1.it Milan,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
0,Manuel Akanji,4,1,0.25,1.0,229.0,259.0,88.4,4.0,3.0,2,4.0,3,7.0,12.0,0.0,287.0,0.0,0.0,,4,1,0,1,3,2,0.0,0.0,0,9.0,2.0,DF,26.0,1.eng Manchester City,4,4,360.0,4.0,1.0,0.25,0.0,0.0,1.0,0.25,0.0,1.0,0.0,Switzerland
1,Granit Xhaka,6,3,0.0,0.0,215.0,243.0,88.5,6.0,4.0,4,3.0,2,8.0,7.0,0.0,273.0,1.0,2.0,50.0,5,4,0,0,2,4,0.0,0.0,0,7.0,5.0,MF,29.0,1.eng Arsenal,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Switzerland
2,Ricardo Rodríguez,0,0,,,164.0,229.0,71.6,7.0,2.0,2,1.0,0,7.0,8.0,0.0,247.0,0.0,0.0,,6,2,0,12,0,2,0.0,0.0,0,10.0,2.0,DF,29.0,1.it Torino,4,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
3,Breel Embolo,6,3,0.33,0.67,46.0,62.0,74.2,1.0,1.0,0,2.0,0,1.0,1.0,0.0,92.0,2.0,6.0,33.3,3,12,2,0,0,0,0.0,0.0,0,2.0,8.0,FW,25.0,1.fr Monaco,4,4,323.0,3.6,2.0,0.56,0.0,0.0,2.0,0.56,0.0,0.0,0.0,Switzerland
4,Remo Freuler,3,1,0.33,1.0,127.0,154.0,82.5,8.0,4.0,5,3.0,3,11.0,3.0,1.0,197.0,0.0,4.0,0.0,6,2,0,0,3,5,0.0,0.0,0,1.0,4.0,MF,30.0,1.eng Nott'ham Forest,4,4,323.0,3.6,1.0,0.28,0.0,0.0,1.0,0.28,0.0,0.0,0.0,Switzerland
5,Ruben Vargas,3,1,0.0,0.0,80.0,117.0,68.4,0.0,0.0,0,2.0,1,1.0,4.0,0.0,140.0,1.0,7.0,14.3,4,2,1,15,1,0,0.0,0.0,0,3.0,6.0,FW,23.0,1.de Augsburg,4,4,285.0,3.2,0.0,0.0,1.0,0.32,0.0,0.0,0.0,1.0,0.0,Switzerland
6,Djibril Sow,2,0,0.0,,84.0,97.0,86.6,2.0,0.0,1,0.0,2,4.0,0.0,0.0,115.0,0.0,2.0,0.0,2,7,0,1,2,1,0.0,0.0,0,1.0,2.0,MF,25.0,1.de Eint Frankfurt,4,4,264.0,2.9,0.0,0.0,1.0,0.34,0.0,0.0,0.0,0.0,0.0,Switzerland
7,Yann Sommer,0,0,,,108.0,118.0,91.5,0.0,0.0,0,0.0,0,0.0,0.0,0.0,126.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,GK,33.0,1.de M'Gladbach,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
8,Silvan Widmer,1,0,0.0,,127.0,169.0,75.1,10.0,6.0,6,3.0,2,12.0,15.0,0.0,208.0,1.0,2.0,50.0,4,2,0,2,2,6,0.0,0.0,0,3.0,1.0,DF,29.0,1.de Mainz 05,3,3,265.0,2.9,0.0,0.0,1.0,0.34,0.0,0.0,0.0,1.0,0.0,Switzerland
9,Xherdan Shaqiri,4,2,0.25,0.5,67.0,104.0,64.4,0.0,0.0,0,0.0,0,0.0,0.0,0.0,111.0,0.0,3.0,0.0,2,6,0,15,0,0,0.0,0.0,0,1.0,4.0,"FW,MF",30.0,1.us Chicago Fire,3,3,229.0,2.5,1.0,0.39,1.0,0.39,1.0,0.39,0.0,0.0,0.0,Switzerland
10,Nico Elvedi,1,0,0.0,,131.0,142.0,92.3,2.0,1.0,0,5.0,1,3.0,13.0,0.0,165.0,0.0,0.0,,3,1,0,0,1,0,0.0,0.0,0,2.0,3.0,DF,25.0,1.de M'Gladbach,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Switzerland
11,Fabian Schär,2,0,0.0,,65.0,82.0,79.3,2.0,1.0,1,1.0,2,4.0,7.0,0.0,100.0,0.0,0.0,,1,2,0,0,2,1,0.0,0.0,0,4.0,4.0,DF,30.0,1.eng Newcastle Utd,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Switzerland
12,Edimilson Fernandes,1,0,0.0,,65.0,82.0,79.3,2.0,0.0,1,3.0,2,4.0,3.0,0.0,95.0,0.0,1.0,0.0,1,1,1,5,2,1,0.0,0.0,0,0.0,1.0,"FW,DF",26.0,1.de Mainz 05,3,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
13,Gregor Kobel,0,0,,,21.0,29.0,72.4,0.0,0.0,0,0.0,0,0.0,0.0,0.0,29.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,24.0,1.de Dortmund,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
14,Fabian Rieder,0,0,,,13.0,26.0,50.0,3.0,1.0,2,2.0,0,3.0,1.0,0.0,32.0,1.0,1.0,100.0,4,2,0,1,0,2,0.0,0.0,0,0.0,1.0,FW,20.0,1.ch Young Boys,2,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Switzerland
15,Haris Seferović,1,0,0.0,,10.0,14.0,71.4,0.0,0.0,0,2.0,0,0.0,0.0,0.0,20.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,0.0,1.0,FW,30.0,1.tr Galatasaray,3,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
16,Denis Zakaria,1,0,0.0,,20.0,23.0,87.0,0.0,0.0,0,1.0,3,3.0,1.0,0.0,32.0,0.0,2.0,0.0,1,2,0,0,3,0,0.0,0.0,0,1.0,2.0,MF,25.0,1.eng Chelsea,2,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
17,Eray Cömert,0,0,,,38.0,42.0,90.5,0.0,0.0,0,1.0,2,2.0,2.0,0.0,50.0,0.0,1.0,0.0,3,1,0,0,2,0,0.0,0.0,0,0.0,0.0,DF,24.0,1.es Valencia,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Switzerland
18,Noah Okafor,1,0,0.0,,17.0,22.0,77.3,0.0,0.0,0,1.0,0,0.0,0.0,0.0,29.0,0.0,3.0,0.0,2,1,1,0,0,0,0.0,0.0,0,0.0,0.0,"FW,MF",22.0,1.at RB Salzburg,3,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
19,Renato Steffen,0,0,,,13.0,15.0,86.7,0.0,0.0,0,1.0,0,0.0,0.0,0.0,19.0,0.0,0.0,,0,1,1,0,0,0,0.0,0.0,0,0.0,1.0,FW,30.0,1.ch Lugano,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
20,Fabian Frei,0,0,,,9.0,14.0,64.3,1.0,0.0,1,0.0,1,2.0,0.0,0.0,16.0,0.0,0.0,,1,0,0,0,1,1,0.0,0.0,0,0.0,1.0,MF,33.0,1.ch Basel,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
21,Michel Aebischer,0,0,,,2.0,4.0,50.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,"MF,FW",25.0,1.it Bologna,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
22,Christian Fassnacht,1,1,0.0,0.0,7.0,10.0,70.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,12.0,2.0,2.0,100.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,FW,28.0,1.ch Young Boys,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
23,Ardon Jasari,0,0,,,5.0,6.0,83.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,FW,19.0,1.ch Luzern,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
0,Rodri,1,0,0.0,,642.0,689.0,93.2,5.0,2.0,2,3.0,3,8.0,9.0,0.0,710.0,0.0,0.0,,5,1,0,2,3,2,0.0,0.0,0,16.0,5.0,DF,25.0,1.eng Manchester City,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
1,Unai Simón,0,0,,,150.0,160.0,93.8,0.0,0.0,0,0.0,0,0.0,2.0,3.0,167.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,GK,25.0,1.es Athletic Club,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
2,Dani Olmo,12,6,0.08,0.17,162.0,198.0,81.8,5.0,1.0,3,5.0,1,6.0,4.0,0.0,257.0,4.0,19.0,21.1,5,6,2,10,1,3,0.0,0.0,0,0.0,4.0,FW,24.0,1.de RB Leipzig,4,4,367.0,4.1,1.0,0.25,1.0,0.25,1.0,0.25,0.0,0.0,0.0,Spain
3,Sergio Busquets,2,0,0.0,,261.0,289.0,90.3,7.0,3.0,4,2.0,1,8.0,1.0,0.0,309.0,1.0,1.0,100.0,3,3,0,0,1,4,0.0,0.0,0,8.0,5.0,MF,33.0,1.es Barcelona,4,4,363.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Spain
4,Pedri,0,0,,,393.0,434.0,90.6,4.0,1.0,2,5.0,4,8.0,3.0,0.0,462.0,6.0,11.0,54.5,2,3,0,2,4,2,0.0,0.0,0,2.0,0.0,MF,19.0,1.es Barcelona,4,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
5,Gavi,1,1,1.0,1.0,133.0,154.0,86.4,8.0,2.0,4,3.0,1,9.0,2.0,0.0,183.0,3.0,7.0,42.9,9,14,0,4,1,4,0.0,0.0,0,2.0,5.0,MF,17.0,1.es Barcelona,4,4,284.0,3.2,1.0,0.32,0.0,0.0,1.0,0.32,0.0,0.0,0.0,Spain
6,Aymeric Laporte,1,0,0.0,,413.0,438.0,94.3,2.0,1.0,0,0.0,3,5.0,7.0,0.0,456.0,0.0,0.0,,3,2,0,0,3,0,0.0,0.0,0,5.0,3.0,DF,28.0,1.eng Manchester City,3,3,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Spain
7,Jordi Alba,2,0,0.0,,328.0,372.0,88.2,6.0,2.0,4,2.0,3,9.0,2.0,0.0,392.0,2.0,3.0,66.7,4,3,1,14,3,4,1.0,0.0,0,0.0,2.0,DF,33.0,1.es Barcelona,4,3,264.0,2.9,0.0,0.0,2.0,0.68,0.0,0.0,0.0,0.0,0.0,Spain
8,Marco Asensio,10,2,0.1,0.5,89.0,119.0,74.8,1.0,0.0,1,1.0,0,1.0,0.0,0.0,150.0,0.0,3.0,0.0,3,3,0,8,0,1,0.0,0.0,0,0.0,2.0,FW,26.0,1.es Real Madrid,4,3,229.0,2.5,1.0,0.39,0.0,0.0,1.0,0.39,0.0,0.0,0.0,Spain
9,Ferrán Torres,3,1,0.33,1.0,59.0,85.0,69.4,0.0,0.0,0,1.0,0,0.0,0.0,0.0,115.0,1.0,11.0,9.1,1,5,2,9,0,0,0.0,0.0,0,0.0,3.0,FW,22.0,1.es Barcelona,4,3,217.0,2.4,2.0,0.83,0.0,0.0,1.0,0.41,1.0,0.0,0.0,Spain
10,César Azpilicueta,0,0,,,171.0,181.0,94.5,1.0,0.0,0,2.0,1,2.0,0.0,0.0,185.0,0.0,0.0,,2,0,0,3,1,0,0.0,0.0,0,2.0,2.0,DF,32.0,1.eng Chelsea,2,2,135.0,1.5,0.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,Spain
11,Álvaro Morata,8,5,0.38,0.6,28.0,41.0,68.3,1.0,1.0,1,2.0,0,1.0,2.0,0.0,58.0,1.0,3.0,33.3,1,2,5,0,0,1,0.0,0.0,0,1.0,0.0,FW,29.0,1.es Atlético Madrid,4,1,185.0,2.1,3.0,1.46,1.0,0.49,3.0,1.46,0.0,0.0,0.0,Spain
12,Nico Williams,1,0,0.0,,50.0,63.0,79.4,4.0,1.0,2,2.0,0,4.0,0.0,0.0,88.0,5.0,16.0,31.3,0,1,1,6,0,2,0.0,0.0,0,1.0,2.0,FW,19.0,1.es Athletic Club,4,1,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
13,Dani Carvajal,0,0,,,121.0,135.0,89.6,1.0,0.0,1,0.0,2,3.0,1.0,0.0,137.0,0.0,0.0,,0,1,0,0,2,1,0.0,0.0,0,0.0,1.0,DF,30.0,1.es Real Madrid,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
14,Alejandro Balde,1,0,0.0,,112.0,123.0,91.1,6.0,2.0,6,2.0,0,6.0,2.0,0.0,135.0,0.0,2.0,0.0,2,1,0,2,0,6,0.0,0.0,0,0.0,2.0,DF,18.0,1.es Barcelona,4,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
15,Marcos Llorente,1,0,0.0,,95.0,106.0,89.6,0.0,0.0,0,0.0,0,0.0,0.0,0.0,107.0,0.0,0.0,,0,0,0,2,0,0,0.0,0.0,0,0.0,1.0,DF,27.0,1.es Atlético Madrid,1,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
16,Pau Torres,0,0,,,174.0,191.0,91.1,0.0,0.0,0,1.0,0,0.0,2.0,0.0,194.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,1.0,1.0,DF,25.0,1.es Villarreal,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
17,Carlos Soler,4,1,0.25,1.0,78.0,83.0,94.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,88.0,1.0,2.0,50.0,0,1,0,3,0,0,0.0,0.0,0,0.0,1.0,MF,25.0,1.fr Paris S-G,2,0,92.0,1.0,1.0,0.98,0.0,0.0,1.0,0.98,0.0,0.0,0.0,Spain
18,Koke,0,0,,,56.0,62.0,90.3,1.0,0.0,1,0.0,0,1.0,0.0,0.0,68.0,0.0,0.0,,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,MF,30.0,1.es Atlético Madrid,2,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
19,Ansu Fati,0,0,,,25.0,29.0,86.2,1.0,0.0,1,0.0,0,1.0,0.0,0.0,33.0,0.0,2.0,0.0,0,0,0,1,0,1,0.0,0.0,0,1.0,0.0,FW,19.0,1.es Barcelona,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
20,Pablo Sarabia,1,0,0.0,,2.0,5.0,40.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,,0,0,0,3,0,0,0.0,0.0,0,0.0,0.0,FW,30.0,1.fr Paris S-G,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
0,Tyler Adams,1,0,0.0,,241.0,271.0,88.9,11.0,3.0,9,6.0,4,15.0,6.0,0.0,307.0,1.0,1.0,100.0,5,5,0,2,4,9,0.0,0.0,0,5.0,2.0,MF,23.0,1.eng Leeds United,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,United States
1,Tim Ream,1,0,0.0,,245.0,276.0,88.8,4.0,3.0,3,2.0,4,8.0,12.0,0.0,305.0,2.0,2.0,100.0,1,2,0,0,4,3,0.0,0.0,0,6.0,8.0,DF,34.0,1.eng Fulham,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,United States
2,Matt Turner,0,0,,,101.0,128.0,78.9,0.0,0.0,0,0.0,0,0.0,1.0,0.0,137.0,0.0,0.0,,0,4,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,27.0,1.eng Arsenal,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
3,Antonee Robinson,0,0,,,173.0,241.0,71.8,5.0,3.0,4,3.0,7,12.0,8.0,0.0,288.0,4.0,5.0,80.0,2,0,1,21,7,4,0.0,0.0,0,5.0,3.0,DF,24.0,1.eng Fulham,4,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
4,Yunus Musah,4,1,0.0,0.0,151.0,182.0,83.0,8.0,1.0,6,7.0,2,10.0,1.0,0.0,221.0,4.0,11.0,36.4,9,3,0,8,2,6,0.0,0.0,0,3.0,3.0,MF,19.0,1.es Valencia,4,4,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
5,Timothy Weah,5,3,0.2,0.33,90.0,108.0,83.3,0.0,0.0,0,5.0,0,0.0,0.0,0.0,132.0,2.0,2.0,100.0,1,1,2,8,0,0,0.0,0.0,0,2.0,3.0,FW,22.0,1.fr Lille,4,4,316.0,3.5,1.0,0.28,0.0,0.0,1.0,0.28,0.0,0.0,0.0,United States
6,Christian Pulisic,9,5,0.11,0.2,83.0,141.0,58.9,2.0,0.0,0,2.0,0,2.0,1.0,0.0,187.0,4.0,15.0,26.7,2,11,1,31,0,0,0.0,0.0,0,2.0,4.0,"FW,MF",23.0,1.eng Chelsea,4,4,315.0,3.5,1.0,0.29,2.0,0.57,1.0,0.29,0.0,0.0,0.0,United States
7,Sergiño Dest,6,0,0.0,,172.0,200.0,86.0,4.0,2.0,2,3.0,2,6.0,7.0,0.0,250.0,5.0,13.0,38.5,4,2,0,9,2,2,0.0,0.0,0,1.0,3.0,DF,21.0,1.it Milan,4,4,305.0,3.4,0.0,0.0,1.0,0.3,0.0,0.0,0.0,1.0,0.0,United States
8,Weston McKennie,5,1,0.0,0.0,117.0,153.0,76.5,2.0,1.0,1,4.0,0,2.0,5.0,0.0,177.0,1.0,2.0,50.0,6,2,0,1,0,1,0.0,0.0,0,3.0,3.0,MF,23.0,1.it Juventus,4,4,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,United States
9,Walker Zimmerman,1,0,0.0,,217.0,244.0,88.9,3.0,3.0,2,4.0,4,7.0,15.0,0.0,274.0,0.0,0.0,,3,0,0,0,4,2,0.0,1.0,0,8.0,5.0,DF,29.0,1.us Nashville,4,3,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
